Youtube link,Product,Crop,Region,Language,Product Code,Month
https://youtu.be/khKgJRZ-9A8?si=L6rQ6k5umw5znbyC,Shriram Super 21SR31,Arhar,Madhya Pradesh,Hindi,21SR001PP,9
https://youtu.be/sq08Sdn7NOg?si=QIbxou518shsBIa3,Shriram 1616,Tomato,Himachal Pradesh,Hindi,1616013VS,9
https://youtu.be/x7KJwKxbBLg?si=EqjNpJ135UxpUFgV,Shriram Zarwin,Potato,Uttar Pradesh,Hindi,ZARW080CP,9
https://youtu.be/S2MwzDaJg3U?si=q25090vxRZU9FMNo,Shriram 1616,Tomato,Himachal Pradesh,Hindi,1616013VS,9
https://youtu.be/a1DWBsNe6QU?si=YLWyfXYqe7Ufrdkj,Shriram Zarwin,Potato,Uttar Pradesh,Hindi,ZARW080CP,9
https://youtu.be/EN51zEQIn8Y?si=gW87Rb0Eohfzr1SA,Shriram 5505,Maize,All India,Hindi,5505036HY,9
https://youtu.be/WXJBUKc2AYs?si=EZdcYVIhZdi9SnMS,Shriram 1616,Tomato,All India,Hindi,1616013VS,9
https://youtu.be/JSZIPUIQMtA?si=vWlTKh0MzyOY3wx5,Shriram Dripit Vegetables - Grade I,Cucumber,Haryana,Hindi,DRV1010PN,9
https://youtu.be/pdl8NgGAxBY?si=kmZ2kpBEcA_lU5Re,Shriram 5501,Maize,Uttar Pradesh,Hindi,5501035HY,9
https://youtu.be/7lgZXLe1wLI?si=KNfV96eEdkf_fn7S,Shriram Dripit Vegetables - Grade I,Watermelon,Haryana,Hindi,DRV1010PN,9
https://youtu.be/6vr_8zfPMPM?si=rURE-g7qPRxw4h8F,Shriram Protobuz+,Gram,"Madhya Pradesh, Rajasthan",Hindi,PROT031PN,9
https://youtu.be/znggl_sWVug?si=y_HOzEVzEExZ7XLW,Shriram Saloni,Pea,Rajasthan,Hindi,SALO046VS,9
https://youtu.be/wrdcYhIM4bM?si=F1sNlMligrQ_ot-l,Shriram Super 1-SR-14,Wheat,Rajasthan,Hindi,SR14006RW,9
https://youtu.be/lOapEqxxLtk?si=VuGlR6ydisAFLfBo,Shriram Dripit Vegetables - Grade I,Banana,Maharashtra,Marathi,DRV1010PN,9
https://youtu.be/YKTM5BgNiQE?si=G70kZt7taTLH86vQ,Shriram 456,Cauliflower,Bihar,Hindi,456X051VS,9
https://youtu.be/LhvVYvvy77E?si=VlahitsFvujYUN48,Shriram Dripit Vegetables - Grade II,Marigold,Maharashtra,Marathi,DRV2011PN,9
https://youtu.be/eWxmqelPT-8?si=wFXOeT8Bs0t4N42P,Shriram Zarwin,Potato,Gujarat,Gujarati,ZARW080CP,9
https://youtu.be/uK1ihAQDVMc?si=okfxzoIdP_wB5F-l,Shriram Dripit Vegetables - Grade I,Turmeric,Maharashtra,Marathi,DRV1010PN,9
https://youtu.be/FanD_SblQfM?si=FxIWmq4O2k5ocqN5,Shriram Dripit Vegetables - Grade II,Turmeric,Maharashtra,Marathi,DRV2011PN,9
https://youtu.be/2ycG4LZtQek?si=G_IxGHZqpMdfJHzy,Shriram Dripit Vegetables - Grade II,Turmeric,Maharashtra,Hindi,DRV2011PN,9
https://youtu.be/GKJvAhEDNVk?si=1bF-5Uhze5X5A4aF,Shriram Picasol,Banana,Maharashtra,Marathi,PICA027PN,9
https://youtu.be/WA6eUcaJI7Q?si=U_hSoOPlQQTjp-q7,Shriram Super 3-SR-72,Wheat,Uttar Pradesh,Hindi,SR72008RW,9
https://youtube.com/shorts/XUmCYdiW-tE?si=Z7Y3lDReaoEGToWW,Shriram Super 5-SR-05,Wheat,Gujarat,Gujarati,SR05007RW,9
https://youtu.be/y-ziBhUkmgI?si=WTEGZwN8Tn-WNv36,Shriram Dripit Vegetables - Grade II,Watermelon,Haryana,Hindi,DRV2011PN,9
https://youtu.be/jBruPAoxPzg?si=1GkumjPALlNOQvpZ,Shriram Super 5-SR-05,Wheat,Punjab,Punjabi,SR05007RW,9
https://youtube.com/shorts/3plOgOn_kEE?si=VlwKRvViELncynbF,Shriram 371,Cotton,"Punjab, Haryana",Hindi,371X016HY,9
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
